Cod_Estable,Cod_Evaluacion,Cantidad_Estud,Num_Boleta,Barcode,Corr_Año,Region,Cod_Region,Departamento,Cod_Depa,Municipio,Cod_Muni,Nivel,Cod_Nivel,Rama_Abstracta,Cod_Rama_Abstracta,Edad,Edad_RECO,Sexo_RECO,Sector,Cod_Sector,Area,Cod_Area,Jornada,Cod_Jornada,Ciclo,Cod_Distrito,Identificacion_Etnica_RECO,Ed_Asistio_Preprimaria,Ed_Repitio_Algun_Grado,Ed_Trabaja_Actualmente,Fm_Asistio_Escuela_Papa,Fm_Grado_Alcanzo_Papa_RECO,Fm_Asistio_Escuela_Mama,Fm_Grado_Alcanzo_Mama_RECO,CC_Material_Predomina_En_Piso_Casa,CC_Material_Predomina_En_Paredes_Casa,CC_Material_Predomina_En_Techo_Casa,Sc_Drenaje,Sc_Electricidad,Sc_Basura,Sc_Servicio_Internet,Sc_Neflix,CU_Leña,CU_Gas,CU_Electricidad,Smart_Tv,Secadora,Refrigerador,Computadora,Horno_Microondas,Horno_Tostador,Lavadora,Impresora,CC_Familia_Automovil,Mate_Periodos_Matematicas_Semana,Lect_Periodos_Lectura_Semana,Lect_Libros_Completos_Ha_Leido,Lectura_Gusto,Lectura_Horas,Grad_No_Se,Grad_Seguir_Estudiando,Grad_Trabajar,Grad_Formar_Familia,Grad_Trabajar_Extranjero,Gustaria_Universidad,Informacion_Prueba,Measure_Mate,Measure_Lect,Desempeño_Mate,Desempeño_Lect,Logro_Mate,Logro_Lect,estrato,N_estrato,n_estrato,peso,prob_seleccion
00-21-0033-46,7266679671.0,7,"150,945",007266679671,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 21,21.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-218,1,2,0,0,2,4,2,1,4,4,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,5,5,6,1,2,0,1,1,0,0,1,1,-0.41,0.74,1,3,0,1,Región 1 o Metropolitana | Ciudad Capital | Cooperativa | Urbana | Matutina | BACHILLERATO | 0,3,1,3.0,0.3333333333333333
00-01-0174-46,3126641281.0,200,"123,551",003126641281,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,SECRETARIADO,4.0,18,3,0,Oficial,21,Urbana,11,Matutina,31,ANUAL,01-307,2,2,1,0,0,1,2,1,4,5,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,-0.02,-0.2,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Matutina | SECRETARIADO | 0,270,4,67.5,0.014814814814814815
00-01-0174-46,8887606335.0,200,"123,570",008887606335,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,SECRETARIADO,4.0,17,2,0,Oficial,21,Urbana,11,Matutina,31,ANUAL,01-307,2,2,0,0,2,4,2,4,5,6,5,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,2,3,1,1,0,1,0,0,1,1,0,-0.48,-0.19,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Matutina | SECRETARIADO | 0,270,4,67.5,0.014814814814814815
00-01-0208-46,1914958465.0,17,"124,371",001914958465,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,BACHILLERATO,1.0,26,6,0,Oficial,21,Urbana,11,Nocturna,34,ANUAL,01-403,2,2,1,1,2,1,2,1,5,4,5,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,2,3,3,1,1,0,1,1,0,0,1,1,-0.02,-0.02,1,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Nocturna | BACHILLERATO | 0,115,2,57.5,0.017391304347826087
00-01-0742-46,4375410182.0,67,"128,689",004375410182,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,BACHILLERATO,1.0,22,6,0,Oficial,21,Urbana,11,Nocturna,34,ANUAL,01-403,2,2,1,1,2,3,2,3,5,4,5,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,4,0,0,0,4,0,1,1,0,0,1,1,-0.18,-0.61,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Nocturna | BACHILLERATO | 0,115,2,57.5,0.017391304347826087
00-12-0147-46,5187921953.0,18,"269,923",005187921953,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 12,12.0,Diversificado,46,BACHILLERATO,1.0,31,6,1,Oficial,21,Urbana,11,Nocturna,34,ANUAL,01-641,1,2,1,1,2,1,1,.,4,4,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,2,1,1,1,0,1,0,0,0,1,1,-0.91,-0.96,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Nocturna | BACHILLERATO | 1,86,1,86.0,0.011627906976744186
00-01-0178-46,1165043806.0,15,"123,894",001165043806,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,PERITO,3.0,21,6,0,Oficial,21,Urbana,11,Nocturna,34,ANUAL,01-403,2,2,1,0,0,1,2,1,1,3,2,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,4,1,0,1,1,0,1,1,0,0,1,1,0.28,0.6,2,3,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Nocturna | PERITO | 0,24,1,24.0,0.041666666666666664
00-13-8395-46,5878707298.0,10,"145,860",005878707298,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,PERITO,3.0,18,3,1,Oficial,21,Urbana,11,Nocturna,34,ANUAL,01-405,1,2,0,1,1,.,1,.,5,4,2,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,5,5,5,1,2,0,1,1,1,0,1,1,-0.64,-0.76,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Nocturna | PERITO | 1,18,1,18.0,0.05555555555555555
00-01-0178-46,4828614597.0,15,"123,895",004828614597,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,SECRETARIADO,4.0,35,6,0,Oficial,21,Urbana,11,Nocturna,34,ANUAL,01-403,1,2,0,1,1,.,1,.,4,4,5,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,-0.61,-0.57,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Nocturna | SECRETARIADO | 0,1,1,1.0,1.0
00-18-0245-46,2948250403.0,63,"270,561",002948250403,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 18,18.0,Diversificado,46,BACHILLERATO,1.0,21,6,0,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-111,3,2,1,0,2,1,2,2,5,4,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,4,0,1,0,0,0,1,1,2.63,-1.41,4,1,1,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 0,162,3,54.0,0.018518518518518517
00-12-0145-46,4492343284.0,77,"142,601",004492343284,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 12,12.0,Diversificado,46,BACHILLERATO,1.0,38,6,0,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-641,.,2,0,1,1,.,2,.,4,4,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,6,1,3,0,1,0,0,0,1,1,-0.95,-1.59,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 0,162,3,54.0,0.018518518518518517
00-12-0145-46,6334736778.0,77,"142,511",006334736778,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 12,12.0,Diversificado,46,BACHILLERATO,1.0,36,6,0,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-641,2,2,1,0,2,1,2,1,5,4,2,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1,0,0,1,1,-0.39,-0.27,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 0,162,3,54.0,0.018518518518518517
00-13-0083-46,314718862.0,516,"145,089",000314718862,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,21,6,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,2,2,0,1,2,1,2,1,4,4,2,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,3,0,0,1,1,0,0,1,0,0,1,1,-0.51,0.23,1,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-13-0083-46,8805659998.0,516,"144,639",008805659998,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,22,6,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,1,2,1,1,2,1,2,1,4,4,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,5,3,1,1,0,1,1,0,0,1,1,-0.26,-0.67,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-13-0083-46,6310722695.0,516,"144,864",006310722695,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,24,6,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,1,2,1,1,1,.,1,.,3,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,7,1,1,1,0,0,1,0,0,1,1,-0.41,-0.61,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-13-0083-46,8878618793.0,516,"145,060",008878618793,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,20,5,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,3,2,1,1,2,1,1,.,4,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,1,1,2,0,1,1,0,0,1,1,-0.64,-0.66,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-13-0083-46,7468576278.0,516,"144,686",007468576278,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,20,5,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,2,2,0,1,2,1,1,.,5,4,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7,2,1,1,0,1,0,0,0,1,1,0.15,-1.12,2,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-13-0083-46,6296426658.0,516,"145,088",006296426658,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,22,6,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,2,2,1,1,2,2,0,1,1,4,2,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,5,3,4,1,1,0,1,1,1,0,1,1,-0.78,-0.29,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-13-0083-46,1183562085.0,516,"144,927",001183562085,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,19,4,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,1,2,0,1,1,.,2,1,4,4,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0.1,-0.37,2,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-13-0083-46,15962165.0,516,"144,982",000015962165,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 13,13.0,Diversificado,46,BACHILLERATO,1.0,18,3,1,Oficial,21,Urbana,11,Sin Jornada,99,ANUAL,01-405,2,2,0,1,2,3,2,3,2,4,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,1,1,1,0,0,1,0,0,1,1,-0.11,-0.86,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Sin Jornada | BACHILLERATO | 1,494,8,61.75,0.016194331983805668
00-01-0176-46,2672726088.0,140,"123,822",002672726088,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-301,3,2,0,0,2,3,2,3,5,2,5,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,5,1,2,1,4,0,1,0,0,0,1,1,2.15,0.31,4,2,1,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 0,253,4,63.25,0.015810276679841896
00-18-0081-46,5508645628.0,156,"147,598",005508645628,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 18,18.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-106,2,2,0,0,2,1,2,1,4,4,2,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,4,4,5,1,2,0,1,1,0,0,1,1,0.4,0.68,2,3,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 0,253,4,63.25,0.015810276679841896
00-01-7361-46,3363483974.0,25,"131,568",003363483974,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-301,2,2,0,0,1,.,1,.,4,4,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,5,5,3,1,2,0,0,1,0,0,1,1,-0.11,1.46,1,4,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 0,253,4,63.25,0.015810276679841896
00-01-0176-46,7923326517.0,140,"123,850",007923326517,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-301,2,2,0,0,2,2,2,3,6,4,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,5,4,0,0,1,0,1,1,0,0,1,1,0.71,-0.02,2,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 0,253,4,63.25,0.015810276679841896
00-12-0906-46,17622586.0,64,"143,609",000017622586,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 12,12.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-210,2,2,0,1,2,2,2,3,5,4,5,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,3,0,5,1,1,0,1,1,0,0,1,0,1.51,1.2,4,4,1,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 1,278,4,69.5,0.014388489208633094
00-11-0012-46,4155828622.0,93,"140,945",004155828622,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 11,11.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-209,2,0,0,0,2,3,2,3,5,4,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,5,0,2,1,1,0,0,1,0,0,1,1,-0.15,-0.1,1,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 1,278,4,69.5,0.014388489208633094
00-01-0176-46,7245851509.0,140,"123,762",007245851509,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-301,1,2,0,0,2,4,2,4,5,4,5,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,5,0,0,1,1,1,1,1,0,0,1,1,0.4,2.31,2,4,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 1,278,4,69.5,0.014388489208633094
00-11-0012-46,8949338548.0,93,"140,904",008949338548,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 11,11.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-209,1,2,0,0,2,2,2,1,5,4,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,5,5,1,0,1,0,1,0,0,0,1,1,-0.38,-0.2,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | BACHILLERATO | 1,278,4,69.5,0.014388489208633094
00-01-8270-46,1269564337.0,36,"132,563",001269564337,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,MAGISTERIO,2.0,18,3,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-301,2,2,0,0,2,2,2,2,5,4,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,4,4,2,1,1,0,1,1,0,0,1,1,-0.61,0.16,1,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | MAGISTERIO | 0,36,1,36.0,0.027777777777777776
00-01-2469-46,3027891424.0,253,"130,923",003027891424,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,PERITO,3.0,18,3,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-318,2,2,1,0,1,.,2,1,4,4,2,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,5,4,2,1,1,0,1,1,0,1,1,1,0.1,1.09,2,4,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-08-0677-46,2422535836.0,109,"140,132",002422535836,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 8,8.0,Diversificado,46,PERITO,3.0,17,2,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,3,2,0,0,2,3,2,3,5,4,2,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,2,1,1,0,0,1,0,0,1,0,-0.06,0.74,1,3,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-06-0526-46,7637359751.0,237,"136,326",007637359751,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 6,6.0,Diversificado,46,PERITO,3.0,19,4,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-102,2,2,0,0,2,4,2,3,5,4,5,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,4,0,1,1,1,0,1,1,0,0,1,1,-0.03,-0.2,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-08-0677-46,1320151461.0,109,"140,167",001320151461,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 8,8.0,Diversificado,46,PERITO,3.0,19,4,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,1,1,0,1,.,2,3,4,4,2,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,3,0,6,1,3,0,0,1,0,0,1,1,0.3,0.05,2,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-01-2469-46,4933684381.0,253,"130,821",004933684381,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,PERITO,3.0,17,2,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-318,2,2,0,0,2,1,2,1,5,4,2,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,5,0,1,0,1,0,1,1,0,0,1,1,5.91,2.38,4,4,1,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-08-0677-46,9201052433.0,109,"140,221",009201052433,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 8,8.0,Diversificado,46,PERITO,3.0,18,3,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,2,0,0,2,3,2,3,5,4,2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,2,0,1,0,1,1,0,0,1,1,-0.52,-0.09,1,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-07-0651-46,2706409365.0,284,"138,804",002706409365,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 7,7.0,Diversificado,46,PERITO,3.0,18,3,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,1,0,0,1,.,2,1,1,3,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,5,5,2,1,1,0,1,1,0,0,1,1,0.1,0.89,2,4,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-07-0651-46,3698715315.0,284,"138,652",003698715315,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 7,7.0,Diversificado,46,PERITO,3.0,18,3,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,2,0,0,2,1,2,4,5,4,5,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,7,4,1,1,1,0,1,1,0,0,1,1,-0.06,-0.46,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 0,498,8,62.25,0.01606425702811245
00-24-0008-46,3615363661.0,81,"151,705",003615363661,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 24,24.0,Diversificado,46,PERITO,3.0,18,3,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-110,1,2,0,1,2,2,2,2,5,4,5,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,0,0,1,1,-0.98,-0.61,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 1,464,7,66.28571428571429,0.015086206896551725
00-07-0651-46,8505412134.0,284,"138,778",008505412134,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 7,7.0,Diversificado,46,PERITO,3.0,18,3,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,2,0,0,2,3,2,3,5,5,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,6,0,2,1,1,0,0,1,0,0,1,1,0.48,0.24,2,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 1,464,7,66.28571428571429,0.015086206896551725
00-07-0651-46,3553841153.0,284,"138,691",003553841153,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 7,7.0,Diversificado,46,PERITO,3.0,18,3,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,2,0,0,2,1,2,2,5,4,2,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,5,2,1,1,1,0,1,1,0,0,1,1,-0.29,-0.34,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 1,464,7,66.28571428571429,0.015086206896551725
00-01-2469-46,2677640134.0,253,"130,806",002677640134,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,PERITO,3.0,17,2,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-318,2,2,0,0,2,3,2,3,5,4,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,4,0,1,0,1,0,1,1,0,0,1,1,1.53,1.57,4,4,1,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 1,464,7,66.28571428571429,0.015086206896551725
00-07-0651-46,6075940299.0,284,"138,586",006075940299,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 7,7.0,Diversificado,46,PERITO,3.0,18,3,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,1,0,1,2,4,2,1,1,4,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,5,0,4,1,4,0,1,1,0,1,1,1,-0.14,-0.67,1,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 1,464,7,66.28571428571429,0.015086206896551725
00-07-0651-46,1504024859.0,284,"138,675",001504024859,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 7,7.0,Diversificado,46,PERITO,3.0,18,3,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-401,2,2,0,0,2,1,2,4,5,4,2,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,5,3,0,1,1,0,1,1,0,0,1,1,0.8,1.32,2,4,0,1,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 1,464,7,66.28571428571429,0.015086206896551725
00-06-0526-46,8679973025.0,237,"136,281",008679973025,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 6,6.0,Diversificado,46,PERITO,3.0,18,3,1,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-102,2,2,0,0,2,1,2,1,5,4,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,5,0,0,0,4,0,0,1,0,0,0,1,0.36,-0.09,2,2,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | PERITO | 1,464,7,66.28571428571429,0.015086206896551725
00-01-8379-46,9823806716.0,94,"132,651",009823806716,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 1,1.0,Diversificado,46,SECRETARIADO,4.0,18,3,0,Oficial,21,Urbana,11,Vespertina,32,ANUAL,01-307,1,2,1,0,1,1,2,1,5,4,2,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,1,1,1,0,0,1,0,0,1,1,0.26,-0.65,2,1,0,0,Región 1 o Metropolitana | Ciudad Capital | Oficial | Urbana | Vespertina | SECRETARIADO | 0,156,2,78.0,0.01282051282051282
